"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","NCML","National Currency","M","Monthly","2021-03","Mar-21","NATCUR","National currency","9","Billions",,,5.816784,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,-2.649093,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,-3.742768,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,7.557467,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,-5.086083,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,-2.165312,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-1.126436,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,8.105765,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-2.064759,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,0.5869834,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-16.16505,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-3.486521,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,9.083631,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,5.241708,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,11.72243,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-6.98875,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,1.541598,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,6.083472,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-2.703003,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2021-01","Jan-21","PC","Percentage","0","Units",,,8.247483,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2021-02","Feb-21","PC","Percentage","0","Units",,,-6.735486,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2021-03","Mar-21","PC","Percentage","0","Units",,,11.8847,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,1.603788,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,-0.6693996,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,-0.7339359,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,-1.573828,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,-3.546001,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,1.235591,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,1.026219,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,1.583555,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-2.80315,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-22.21607,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,10.74552,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,6.842608,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,7.820782,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,1.605648,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,0.7970936,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-2.163363,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,5.661743,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-3.220665,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2021-01","Jan-21","PC","Percentage","0","Units",,,3.855227,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2021-02","Feb-21","PC","Percentage","0","Units",,,-1.78313,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GPSA","Percentage change from previous period","M","Monthly","2021-03","Mar-21","PC","Percentage","0","Units",,,1.18181,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,8.054276,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,2.063267,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,11.74745,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,1.844232,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,-1.350227,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.2707722,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,7.348603,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,2.189948,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,2.384882,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-13.27201,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-17.94192,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-13.02004,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-5.969861,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,9.137522,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-5.622383,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,0.9678491,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,9.480801,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,7.735098,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2021-01","Jan-21","PC","Percentage","0","Units",,,7.876331,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2021-02","Feb-21","PC","Percentage","0","Units",,,2.731494,,
"XTEXVA01","Exports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2021-03","Mar-21","PC","Percentage","0","Units",,,14.27007,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,1.361381,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,5.323631,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,3.622653,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,2.33057,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,2.450959,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.4756356,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-2.307744,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-2.053617,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-1.782076,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-25.59083,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-18.85321,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-11.60493,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-6.196162,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-4.047698,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-2.567778,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-3.15136,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,6.094058,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,1.423939,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2021-01","Jan-21","PC","Percentage","0","Units",,,4.264083,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2021-02","Feb-21","PC","Percentage","0","Units",,,0.8085613,,
"XTIMVA01","Imports in goods (value)","CHE","Switzerland","GYSA","Percentage change on the same period of the previous year","M","Monthly","2021-03","Mar-21","PC","Percentage","0","Units",,,4.941597,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,15.932,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,13.22288,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,15.27358,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,16.41078,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,16.24265,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,15.38672,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,14.70152,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,14.6084,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,13.35347,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-04","Apr-2020","USD","US Dollar","9","Billions",,,8.978485,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-05","May-2020","USD","US Dollar","9","Billions",,,9.957689,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-06","Jun-2020","USD","US Dollar","9","Billions",,,13.46088,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-07","Jul-2020","USD","US Dollar","9","Billions",,,14.89163,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-08","Aug-2020","USD","US Dollar","9","Billions",,,12.45724,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-09","Sep-2020","USD","US Dollar","9","Billions",,,15.99154,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-10","Oct-2020","USD","US Dollar","9","Billions",,,17.31964,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-11","Nov-2020","USD","US Dollar","9","Billions",,,16.09069,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,17.84675,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,15.02892,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,16.00902,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,19.22915,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,15.56371,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,16.94064,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,18.17646,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,18.22839,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,20.05501,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,19.21441,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,17.64398,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,18.82216,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-04","Apr-2020","USD","US Dollar","9","Billions",,,13.55944,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-05","May-2020","USD","US Dollar","9","Billions",,,13.39364,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-06","Jun-2020","USD","US Dollar","9","Billions",,,16.31815,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-07","Jul-2020","USD","US Dollar","9","Billions",,,17.71778,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-08","Aug-2020","USD","US Dollar","9","Billions",,,18.75695,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-09","Sep-2020","USD","US Dollar","9","Billions",,,20.84624,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-10","Oct-2020","USD","US Dollar","9","Billions",,,19.71373,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-11","Nov-2020","USD","US Dollar","9","Billions",,,21.14236,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,22.38554,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,18.08002,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,19.30838,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-07","Jul-2019","NATCUR","National currency","9","Billions",,,84.53159,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-08","Aug-2019","NATCUR","National currency","9","Billions",,,86.71687,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-09","Sep-2019","NATCUR","National currency","9","Billions",,,86.05285,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-10","Oct-2019","NATCUR","National currency","9","Billions",,,86.97373,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-11","Nov-2019","NATCUR","National currency","9","Billions",,,88.70122,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-12","Dec-2019","NATCUR","National currency","9","Billions",,,88.45365,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-01","Jan-2020","NATCUR","National currency","9","Billions",,,92.88584,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-02","Feb-2020","NATCUR","National currency","9","Billions",,,92.00276,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-03","Mar-2020","NATCUR","National currency","9","Billions",,,77.82222,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-04","Apr-2020","NATCUR","National currency","9","Billions",,,58.79496,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-05","May-2020","NATCUR","National currency","9","Billions",,,77.84092,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-06","Jun-2020","NATCUR","National currency","9","Billions",,,87.59063,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-07","Jul-2020","NATCUR","National currency","9","Billions",,,99.34941,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-08","Aug-2020","NATCUR","National currency","9","Billions",,,102.9295,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-09","Sep-2020","NATCUR","National currency","9","Billions",,,113.9059,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-10","Oct-2020","NATCUR","National currency","9","Billions",,,128.2854,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-11","Nov-2020","NATCUR","National currency","9","Billions",,,124.7197,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-12","Dec-2020","NATCUR","National currency","9","Billions",,,129.889,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2021-01","Jan-21","NATCUR","National currency","9","Billions",,,126.5328,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2021-02","Feb-21","NATCUR","National currency","9","Billions",,,118.8817,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-07","Jul-2019","NATCUR","National currency","9","Billions",,,99.91784,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-08","Aug-2019","NATCUR","National currency","9","Billions",,,100.6079,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-09","Sep-2019","NATCUR","National currency","9","Billions",,,96.23482,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-10","Oct-2019","NATCUR","National currency","9","Billions",,,101.1562,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-11","Nov-2019","NATCUR","National currency","9","Billions",,,104.7006,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2019-12","Dec-2019","NATCUR","National currency","9","Billions",,,111.0093,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-01","Jan-2020","NATCUR","National currency","9","Billions",,,119.6074,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-02","Feb-2020","NATCUR","National currency","9","Billions",,,112.751,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-03","Mar-2020","NATCUR","National currency","9","Billions",,,113.2225,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-04","Apr-2020","NATCUR","National currency","9","Billions",,,88.83993,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-05","May-2020","NATCUR","National currency","9","Billions",,,99.0085,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","NCMLSA","National Currency, Seasonally adjusted","M","Monthly","2020-06","Jun-2020","NATCUR","National currency","9","Billions",,,105.3544,,
