"COU","Country","VAR","Variable","MEA","Measure","ISIC4","ISIC4","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q1","T1-2011","IDX","Indice","0","Unités",,,59.9688415527344,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q2","T2-2011","IDX","Indice","0","Unités",,,58.3248443603516,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q3","T3-2011","IDX","Indice","0","Unités",,,56.2604637145996,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q4","T4-2011","IDX","Indice","0","Unités",,,55.3354187011719,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q1","T1-2012","IDX","Indice","0","Unités",,,54.0448989868164,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q2","T2-2012","IDX","Indice","0","Unités",,,51.9216957092285,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q3","T3-2012","IDX","Indice","0","Unités",,,50.283390045166,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q4","T4-2012","IDX","Indice","0","Unités",,,49.5296745300293,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q1","T1-2013","IDX","Indice","0","Unités",,,49.8198738098145,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q2","T2-2013","IDX","Indice","0","Unités",,,50.4521751403809,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q3","T3-2013","IDX","Indice","0","Unités",,,50.534725189209,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q4","T4-2013","IDX","Indice","0","Unités",,,49.8284568786621,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q1","T1-2014","IDX","Indice","0","Unités",,,49.1692276000977,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q2","T2-2014","IDX","Indice","0","Unités",,,49.2527084350586,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q3","T3-2014","IDX","Indice","0","Unités",,,49.5345001220703,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q4","T4-2014","IDX","Indice","0","Unités",,,49.6154518127441,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q1","T1-2015","IDX","Indice","0","Unités",,,49.2967948913574,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q2","T2-2015","IDX","Indice","0","Unités",,,48.9199333190918,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q3","T3-2015","IDX","Indice","0","Unités",,,48.8554992675781,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q4","T4-2015","IDX","Indice","0","Unités",,,48.6456184387207,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q1","T1-2016","IDX","Indice","0","Unités",,,47.8666496276855,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q2","T2-2016","IDX","Indice","0","Unités",,,46.4344177246094,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q3","T3-2016","IDX","Indice","0","Unités",,,44.7371635437012,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q4","T4-2016","IDX","Indice","0","Unités",,,43.3700523376465,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q1","T1-2017","IDX","Indice","0","Unités",,,43.2849464416504,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q2","T2-2017","IDX","Indice","0","Unités",,,43.4892654418945,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q3","T3-2017","IDX","Indice","0","Unités",,,42.4289970397949,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q4","T4-2017","IDX","Indice","0","Unités",,,41.847240447998,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q1","T1-2018","IDX","Indice","0","Unités",,,41.9795532226562,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q2","T2-2018","IDX","Indice","0","Unités",,,41.9174919128418,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q3","T3-2018","IDX","Indice","0","Unités",,,42.4208679199219,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q4","T4-2018","IDX","Indice","0","Unités",,,43.6088104248047,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q1","T1-2019","IDX","Indice","0","Unités",,,44.8886947631836,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q2","T2-2019","IDX","Indice","0","Unités",,,44.7826499938965,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q3","T3-2019","IDX","Indice","0","Unités",,,42.4964370727539,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q4","T4-2019","IDX","Indice","0","Unités",,,39.5347633361816,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q1","T1-2020","IDX","Indice","0","Unités",,,35.921802520752,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q2","T2-2020","IDX","Indice","0","Unités",,,32.9927406311035,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q3","T3-2020","IDX","Indice","0","Unités",,,32.4260673522949,,
"CAN","Canada","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q4","T4-2020","IDX","Indice","0","Unités",,,32.0941047668457,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q1","T1-2011","IDX","Indice","0","Unités",,,244.192428588867,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q2","T2-2011","IDX","Indice","0","Unités",,,236.331649780273,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q3","T3-2011","IDX","Indice","0","Unités",,,229.050643920898,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q4","T4-2011","IDX","Indice","0","Unités",,,224.866119384766,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q1","T1-2012","IDX","Indice","0","Unités",,,225.730102539062,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q2","T2-2012","IDX","Indice","0","Unités",,,227.900680541992,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q3","T3-2012","IDX","Indice","0","Unités",,,229.775665283203,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q4","T4-2012","IDX","Indice","0","Unités",,,229.085601806641,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q1","T1-2013","IDX","Indice","0","Unités",,,223.453979492188,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q2","T2-2013","IDX","Indice","0","Unités",,,214.262329101562,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q3","T3-2013","IDX","Indice","0","Unités",,,203.370895385742,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q4","T4-2013","IDX","Indice","0","Unités",,,188.146850585938,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q1","T1-2014","IDX","Indice","0","Unités",,,172.418548583984,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q2","T2-2014","IDX","Indice","0","Unités",,,165.831253051758,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q3","T3-2014","IDX","Indice","0","Unités",,,168.747421264648,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q4","T4-2014","IDX","Indice","0","Unités",,,174.359436035156,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q1","T1-2015","IDX","Indice","0","Unités",,,177.028823852539,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q2","T2-2015","IDX","Indice","0","Unités",,,170.915405273438,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q3","T3-2015","IDX","Indice","0","Unités",,,160.222518920898,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q4","T4-2015","IDX","Indice","0","Unités",,,157.200012207031,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q1","T1-2016","IDX","Indice","0","Unités",,,161.335189819336,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q2","T2-2016","IDX","Indice","0","Unités",,,166.853759765625,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q3","T3-2016","IDX","Indice","0","Unités",,,173.520217895508,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q4","T4-2016","IDX","Indice","0","Unités",,,183.201461791992,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q1","T1-2017","IDX","Indice","0","Unités",,,194.225708007812,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q2","T2-2017","IDX","Indice","0","Unités",,,205.982864379883,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q3","T3-2017","IDX","Indice","0","Unités",,,230.127075195312,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q4","T4-2017","IDX","Indice","0","Unités",,,260.579742431641,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q1","T1-2018","IDX","Indice","0","Unités",,,280.493041992188,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q2","T2-2018","IDX","Indice","0","Unités",,,294.512390136719,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q3","T3-2018","IDX","Indice","0","Unités",,,293.873809814453,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q4","T4-2018","IDX","Indice","0","Unités",,,280.882019042969,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q1","T1-2019","IDX","Indice","0","Unités",,,265.677520751953,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q2","T2-2019","IDX","Indice","0","Unités",,,249.45637512207,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q3","T3-2019","IDX","Indice","0","Unités",,,242.751678466797,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q4","T4-2019","IDX","Indice","0","Unités",,,241.452728271484,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q1","T1-2020","IDX","Indice","0","Unités",,,236.585723876953,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q2","T2-2020","IDX","Indice","0","Unités",,,230.314880371094,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q3","T3-2020","IDX","Indice","0","Unités",,,215.580169677734,,
"DNK","Danemark","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q4","T4-2020","IDX","Indice","0","Unités",,,194.019409179688,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q1","T1-2011","IDX","Indice","0","Unités",,,206.042022705078,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q2","T2-2011","IDX","Indice","0","Unités",,,233.021469116211,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q3","T3-2011","IDX","Indice","0","Unités",,,242.886169433594,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q4","T4-2011","IDX","Indice","0","Unités",,,225.048812866211,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q1","T1-2012","IDX","Indice","0","Unités",,,193.479553222656,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q2","T2-2012","IDX","Indice","0","Unités",,,178.255981445312,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q3","T3-2012","IDX","Indice","0","Unités",,,179.217559814453,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q4","T4-2012","IDX","Indice","0","Unités",,,171.177825927734,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q1","T1-2013","IDX","Indice","0","Unités",,,156.79296875,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q2","T2-2013","IDX","Indice","0","Unités",,,148.969741821289,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q3","T3-2013","IDX","Indice","0","Unités",,,142.921798706055,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q4","T4-2013","IDX","Indice","0","Unités",,,135.142517089844,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q1","T1-2014","IDX","Indice","0","Unités",,,129.553024291992,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q2","T2-2014","IDX","Indice","0","Unités",,,127.739433288574,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q3","T3-2014","IDX","Indice","0","Unités",,,125.399238586426,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q4","T4-2014","IDX","Indice","0","Unités",,,121.116630554199,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q1","T1-2015","IDX","Indice","0","Unités",,,115.00870513916,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q2","T2-2015","IDX","Indice","0","Unités",,,107.680908203125,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q3","T3-2015","IDX","Indice","0","Unités",,,103.226684570312,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q4","T4-2015","IDX","Indice","0","Unités",,,102.531433105469,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q1","T1-2016","IDX","Indice","0","Unités",,,103.054443359375,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q2","T2-2016","IDX","Indice","0","Unités",,,102.679374694824,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q3","T3-2016","IDX","Indice","0","Unités",,,100.882446289062,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q4","T4-2016","IDX","Indice","0","Unités",,,98.2198867797852,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q1","T1-2017","IDX","Indice","0","Unités",,,96.4877471923828,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q2","T2-2017","IDX","Indice","0","Unités",,,101.096321105957,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q3","T3-2017","IDX","Indice","0","Unités",,,115.355781555176,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q4","T4-2017","IDX","Indice","0","Unités",,,135.407135009766,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q1","T1-2018","IDX","Indice","0","Unités",,,147.912719726562,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q2","T2-2018","IDX","Indice","0","Unités",,,139.203704833984,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q3","T3-2018","IDX","Indice","0","Unités",,,125.505554199219,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q4","T4-2018","IDX","Indice","0","Unités",,,120.503089904785,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q1","T1-2019","IDX","Indice","0","Unités",,,119.615760803223,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q2","T2-2019","IDX","Indice","0","Unités",,,123.44116973877,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q3","T3-2019","IDX","Indice","0","Unités",,,129.926116943359,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2019-Q4","T4-2019","IDX","Indice","0","Unités",,,135.533142089844,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q1","T1-2020","IDX","Indice","0","Unités",,,134.794235229492,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q2","T2-2020","IDX","Indice","0","Unités",,,121.413619995117,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q3","T3-2020","IDX","Indice","0","Unités",,,100.861099243164,,
"ISL","Islande","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2020-Q4","T4-2020","IDX","Indice","0","Unités",,,84.843620300293,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q1","T1-2011","IDX","Indice","0","Unités",,,116.045448303223,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q2","T2-2011","IDX","Indice","0","Unités",,,116.309776306152,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q3","T3-2011","IDX","Indice","0","Unités",,,121.176940917969,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2011-Q4","T4-2011","IDX","Indice","0","Unités",,,130.675827026367,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q1","T1-2012","IDX","Indice","0","Unités",,,138.333755493164,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q2","T2-2012","IDX","Indice","0","Unités",,,142.142425537109,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q3","T3-2012","IDX","Indice","0","Unités",,,145.218658447266,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2012-Q4","T4-2012","IDX","Indice","0","Unités",,,149.793609619141,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q1","T1-2013","IDX","Indice","0","Unités",,,158.005493164062,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q2","T2-2013","IDX","Indice","0","Unités",,,161.239105224609,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q3","T3-2013","IDX","Indice","0","Unités",,,156.119094848633,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2013-Q4","T4-2013","IDX","Indice","0","Unités",,,146.144561767578,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q1","T1-2014","IDX","Indice","0","Unités",,,132.560958862305,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q2","T2-2014","IDX","Indice","0","Unités",,,125.363136291504,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q3","T3-2014","IDX","Indice","0","Unités",,,121.345504760742,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2014-Q4","T4-2014","IDX","Indice","0","Unités",,,114.245544433594,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q1","T1-2015","IDX","Indice","0","Unités",,,104.558540344238,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q2","T2-2015","IDX","Indice","0","Unités",,,92.3532791137695,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q3","T3-2015","IDX","Indice","0","Unités",,,86.2181549072266,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2015-Q4","T4-2015","IDX","Indice","0","Unités",,,86.4611358642578,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q1","T1-2016","IDX","Indice","0","Unités",,,83.575325012207,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q2","T2-2016","IDX","Indice","0","Unités",,,76.5021209716797,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q3","T3-2016","IDX","Indice","0","Unités",,,71.3090362548828,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2016-Q4","T4-2016","IDX","Indice","0","Unités",,,68.6165542602539,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q1","T1-2017","IDX","Indice","0","Unités",,,64.6361770629883,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q2","T2-2017","IDX","Indice","0","Unités",,,60.1732635498047,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q3","T3-2017","IDX","Indice","0","Unités",,,56.3880729675293,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2017-Q4","T4-2017","IDX","Indice","0","Unités",,,53.6905288696289,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q1","T1-2018","IDX","Indice","0","Unités",,,52.8882293701172,,
"NLD","Pays-Bas","BANKRUPTCIES","Nombre de faillites","INDEX","Indice 2007=100","01_99","Grand Total","2018-Q2","T2-2018","IDX","Indice","0","Unités",,,52.9618759155273,,
